"","X","ID","LONG","LAT","ages","race","sex","income","Location","Price","Experience","Other","will_attend","target_dist","predicted_prob","Price_real"
"964",964,313081,-78.7072038085514,35.79835800386,45.0319260335707,"Aisian/Other","M","75-100k",1,1,1,4,0,0.195446641606876,0.0937186923405416,15
"965",965,313663,-78.7148794281899,35.7526721438564,48.145976177947,"Aisian/Other","F","50-75k",1,1,2,1,0,0.21536473203824,0.0479738518948583,15
"966",966,313682,-78.6400710610753,35.8003858055167,37.403020681401,"White","F","75-100k",1,1,2,2,0,0.255490506665509,0.142224839161031,15
"967",967,314090,-78.5469646526598,35.7125172425412,36.5484303903283,"White","M","50-75k",1,1,2,3,1,0.377220184760807,0.282933056185604,15
"968",968,314472,-78.7286367199444,35.8196369817361,35.2018820974833,"Black","M","25-50k",1,1,2,4,1,0.16658611729578,0.713240707647809,15
"969",969,314590,-78.6324857750993,35.6914147790519,37.9827248647753,"White","M","<25k",1,1,3,1,0,0.317858695010264,0.0395487259411057,15
"970",970,315889,-78.5602331278023,35.7747891025494,37.1544102804395,"Black","M","25-50k",1,1,3,2,1,0.339212848047417,0.110341885101957,15
"971",971,316123,-78.5971642308218,35.6957237495598,31.7306325754463,"Black","M","50-75k",1,1,3,3,0,0.343387447918186,0.340756994012361,15
"972",972,316453,-78.7073386280058,35.844142538761,39.7255316147049,"White","F","75-100k",1,1,3,4,0,0.177680736028216,0.502792628192082,15
"973",973,316811,-78.6547318409945,35.6266744006682,33.644814632334,"White","M","75-100k",1,2,1,1,0,0.347722091725996,0.0159821562050004,20
"974",974,317084,-78.6353104431997,35.6978523727058,49.0666687161991,"Black","M","50-75k",1,2,1,2,0,0.311606473839829,0.0061324501831578,20
"975",975,317421,-78.5565056462743,35.7620255979825,39.186840355776,"White","M","<25k",1,2,1,3,0,0.347322920818478,0.022600406688916,20
"976",976,318407,-78.5378735988683,35.6995402794784,43.4034946686154,"White","F","75-100k",1,2,1,4,0,0.391478313955112,0.0509869643326882,20
"977",977,319119,-78.7548339032699,35.6937578022336,45.9415783378439,"White","F","50-75k",1,2,2,1,0,0.234425229561666,0.0547596350298198,20
"978",978,320133,-78.6383310449898,35.8099782560434,45.4802688241125,"Aisian/Other","M","100-150k",1,2,2,2,0,0.253809799814522,0.0681950202456995,20
"979",979,320552,-78.5464073215784,35.8249785031397,39.5241263272325,"White","F","100-150k",1,2,2,3,0,0.338653104272554,0.206754683017731,20
"980",980,320959,-78.6449869583831,35.8099332203637,49.7643239771173,"Hispanic","F","100-150k",1,2,2,4,1,0.24754604830581,0.249635322602756,20
"981",981,321590,-78.6491900796497,35.7357638367889,47.2249270571849,"White","M","75-100k",1,2,3,1,0,0.277814225476396,0.0426256707859495,20
"982",982,322256,-78.6280216760739,35.8046136203764,39.8825459744958,"Black","M","75-100k",1,2,3,2,0,0.265313199042914,0.105533877252966,20
"983",983,322887,-78.7384742064478,35.829830497503,34.0311388126455,"White","F","50-75k",1,2,3,3,1,0.15333568984131,0.423730030637503,20
"984",984,323422,-78.5176865134783,35.840808793631,38.9731697160644,"Hispanic","M","50-75k",1,2,3,4,0,0.364222544793642,0.370166745593323,20
"985",985,324193,-78.6133031277688,35.814953036629,32.293398829306,"White","F",">150k",1,3,1,1,0,0.276127639864135,0.00659275702912268,25
"986",986,324274,-78.6351410521379,35.7265169755063,37.3838446843215,"Black","F","75-100k",1,3,1,2,0,0.294630041025284,0.00956762745287795,25
"987",987,324894,-78.6456697886264,35.7406585590993,36.3791796567095,"White","M","75-100k",1,3,1,3,0,0.278007805090089,0.0403956916643274,25
"988",988,325218,-78.7254480485729,35.6870083486954,37.7322934474077,"White","F","25-50k",1,3,1,4,0,0.256519075238371,0.0791026112948086,25
"989",989,326294,-78.6602302148464,35.7347760164725,42.5063802321485,"Black","F","50-75k",1,3,2,1,0,0.269368646372747,0.0372337009793256,25
"990",990,326311,-78.5305493975035,35.7684716260672,42.9667903347686,"White","F","<25k",1,3,2,2,0,0.369262073182277,0.0197649912208713,25
"991",991,326400,-78.6351590350039,35.7516869947881,35.4824724131843,"White","M","75-100k",1,3,2,3,0,0.281147367966723,0.279779901372041,25
"992",992,326409,-78.5624147258327,35.7173815057631,50.7338485146914,"White","M","75-100k",1,3,2,4,1,0.361340812307382,0.152464641904655,25
"993",993,326566,-78.7068862829745,35.9082480989072,23.4223378730028,"Hispanic","M","25-50k",1,3,3,1,1,0.171908886545463,0.227743266611598,25
"994",994,326600,-78.6647891656531,35.7675713596022,36.1793113310709,"Black","F","75-100k",1,3,3,2,0,0.24755160078493,0.0780376302951735,25
"995",995,326639,-78.571830769276,35.7741114089856,49.8162958487471,"White","F","<25k",1,3,3,3,0,0.328613791891005,0.0325274145098082,25
"996",996,326870,-78.6476543691751,35.8400684948461,37.4942710697235,"White","M","75-100k",1,3,3,4,0,0.236507084594596,0.395735593675158,25
"997",997,326875,-78.6373901198384,35.7707643263149,29.321303753273,"White","M","50-75k",1,4,1,1,1,0.270058318535283,0.0102043205036949,30
"998",998,327121,-78.5248426283767,35.7426682942255,40.532198643132,"White","M","100-150k",1,4,1,2,0,0.38399700674248,0.00307540519400094,30
"999",999,327330,-78.5919580515677,35.8105227162472,32.5001390039558,"Hispanic","F","<25k",1,4,1,3,0,0.297859026460889,0.0156655416087639,30
"1000",1000,327470,-78.6848895440291,35.8168447143765,49.9680803941872,"Black","M","25-50k",1,4,1,4,0,0.207756695276496,0.0270801703250884,30
"1001",1001,327593,-78.6810858263479,35.7258832987386,39.2687673612766,"White","F","50-75k",1,4,2,1,0,0.258459301413367,0.0340682518767093,30
"1002",1002,328066,-78.6437341464961,35.787488723662,42.7072613702292,"White","M","100-150k",1,4,2,2,0,0.257106219939677,0.0333577446175944,30
"1003",1003,328385,-78.6829400745513,35.8946168199206,42.2282492726815,"White","F","75-100k",1,4,2,3,1,0.195195512227478,0.148189460654294,30
"1004",1004,328579,-78.5154454611802,35.7339131046828,48.1195764494695,"White","F","50-75k",1,4,2,4,0,0.396097562339484,0.0941237617305147,30
"1005",1005,328788,-78.7292903191393,35.7838207303081,36.9867772778598,"White","M","100-150k",1,4,3,1,0,0.184672557042693,0.039092191965891,30
"1006",1006,328836,-78.7506658994122,35.719365983311,43.9204486181132,"Aisian/Other","F","75-100k",1,4,3,2,0,0.215509874054268,0.0319889873216241,30
"1007",1007,329435,-78.7389595738508,35.7570348906786,33.3741519270581,"White","F","75-100k",1,4,3,3,0,0.19466126553051,0.221778368897539,30
"1008",1008,329593,-78.663731578055,35.8113432136193,44.0489219577364,"White","M","75-100k",1,4,3,4,0,0.229471997408644,0.205738395846304,30
"1009",1009,329932,-78.6648746113467,35.8479833667954,34.0502525927287,"White","F","75-100k",2,1,1,1,0,0.234236736781927,0.0268340789408367,15
"1010",1010,330088,-78.6533602298249,35.7839159283146,38.6408265651747,"Black","M","100-150k",2,1,1,2,0,0.225680108159492,0.0219302502023019,15
"1011",1011,330874,-78.6063380638423,35.7935238836518,45.9904904003862,"White","F","50-75k",2,1,1,3,0,0.273650945348529,0.0345227897183845,15
"1012",1012,331352,-78.711294190678,35.8058571909857,35.947065155143,"White","F","75-100k",2,1,1,4,0,0.175036939861052,0.223561067960989,15
"1013",1013,331521,-78.6382039448955,35.7556632566168,45.0067792329872,"Hispanic","F","50-75k",2,1,2,1,0,0.237861204644167,0.0773739609651024,15
"1014",1014,332216,-78.5910973546634,35.7206760702137,33.3339010508189,"White","F","50-75k",2,1,2,2,0,0.2859313139644,0.205824623096023,15
"1015",1015,332286,-78.6798471410794,35.7004106099565,31.9657767056297,"Black","F","<25k",2,1,2,3,0,0.201327799172251,0.418966869825571,15
"1016",1016,332493,-78.6356516456667,35.8041727782818,43.4716904799787,"White","M","50-75k",2,1,2,4,0,0.247105718272302,0.512837243012819,15
"1017",1017,332512,-78.6339306194282,35.7295070689234,39.3171875381443,"White","F","25-50k",2,1,3,1,0,0.242530068189444,0.113230183268254,15
"1018",1018,332631,-78.6322011995908,35.8679189466981,39.7258485031341,"Black","M","<25k",2,1,3,2,0,0.272351594676237,0.0731056913573121,15
"1019",1019,333126,-78.6717313793316,35.7594782093038,52.4397641854717,"White","M","25-50k",2,1,3,3,0,0.204574807954532,0.200478846504088,15
"1020",1020,333207,-78.6107547308314,35.7661961500177,36.7472457124905,"White","M","<25k",2,1,3,4,0,0.265872265163642,0.429887281853233,15
"1021",1021,333328,-78.6974521460343,35.7101511854822,40.4918061602818,"Aisian/Other","F","25-50k",2,2,1,1,0,0.182048867915368,0.0211821158737196,20
"1022",1022,333337,-78.6507012273909,35.737498070382,32.715453777228,"Black","F","75-100k",2,2,1,2,0,0.225349954341143,0.0425849342784907,20
"1023",1023,333791,-78.6535753847929,35.8341052415768,60.0758088951212,"White","F","100-150k",2,2,1,3,0,0.239024297928887,0.0103656719760912,20
"1024",1024,335715,-78.592659425808,35.8568704144412,39.1141814067321,"White","M",">150k",2,2,1,4,0,0.304046268538067,0.0865814151601573,20
"1025",1025,335812,-78.5899734703915,35.6788426254872,42.8913944328223,"White","M","<25k",2,2,2,1,0,0.293752179828429,0.0510421488319385,20
"1026",1026,336219,-78.6155260713463,35.7289165688519,49.9244400633471,"White","M","<25k",2,2,2,2,0,0.260932284140255,0.0437502102994261,20
"1027",1027,336293,-78.6198202927793,35.7573783306053,46.1960739319493,"White","F","25-50k",2,2,2,3,0,0.256300110425601,0.289177130223164,20
"1028",1028,336377,-78.5753070651278,35.7375170204279,40.0929361756793,"White","M","75-100k",2,2,2,4,1,0.300700646804533,0.570294200556621,20
"1029",1029,337470,-78.7484178219997,35.785899236521,39.676528181669,"White","M","75-100k",2,2,3,1,0,0.133477678744751,0.160502934837397,20
"1030",1030,337642,-78.5746324452992,35.8980641067497,32.3089082526722,"White","M","100-150k",2,2,3,2,0,0.337325516786105,0.151083819417707,20
"1031",1031,338534,-78.5177304915193,35.8420050193102,33.1739995826944,"White","F","25-50k",2,2,3,3,1,0.370721391002597,0.388392363358064,20
"1032",1032,339095,-78.5634388479635,35.7652282496682,34.8351125280932,"White","F","50-75k",2,2,3,4,0,0.313015190767769,0.545851414634576,20
"1033",1033,339430,-78.6654419707538,35.8267852780641,57.8404881360153,"Black","M","75-100k",2,3,1,1,0,0.225311482062498,0.00253502272248455,25
"1034",1034,339551,-78.7240837287206,35.6480852484588,53.7309171185376,"Hispanic","M","<25k",2,3,1,2,0,0.180788044971358,0.00285505384948138,25
"1035",1035,339914,-78.6699382055321,35.8016487696537,34.8476384651489,"White","F","75-100k",2,3,1,3,1,0.213255066438337,0.0675930580868176,25
"1036",1036,340153,-78.6457952083172,35.8175926914784,45.3203866677097,"Black","F","50-75k",2,3,1,4,0,0.240882775078691,0.0509704416641208,25
"1037",1037,340347,-78.6521933641746,35.9026247636743,38.1981215720323,"Hispanic","F","25-50k",2,3,2,1,0,0.272909135382563,0.0855733642633815,25
"1038",1038,341239,-78.7009311789515,35.7838823128462,36.0391406135032,"White","M","75-100k",2,3,2,2,1,0.178944192187508,0.18069994932136,25
"1039",1039,341397,-78.6186379747365,35.7581265528399,36.9373706545247,"White","F","50-75k",2,3,2,3,0,0.257514660506645,0.287332937804278,25
"1040",1040,341481,-78.5896137927844,35.7733684326803,58.2231967577191,"Black","F","75-100k",2,3,2,4,0,0.287544995746186,0.13035866918629,25
"1041",1041,341581,-78.5558925953221,35.8554200880507,37.1942937254926,"White","F","75-100k",2,3,3,1,1,0.338088003295304,0.0542075467980912,25
"1042",1042,341896,-78.7511783061257,35.6937980924185,40.8572450908707,"White","M","<25k",2,3,3,2,0,0.135295465846099,0.0623093005830933,25
"1043",1043,342069,-78.5791391368028,35.7899210687122,46.4098740401143,"Aisian/Other","F","<25k",2,3,3,3,0,0.299932797088552,0.0639494824902603,25
"1044",1044,342189,-78.5350078806648,35.8307611473698,30.8297348924291,"White","F","75-100k",2,3,3,4,0,0.351184945578509,0.48244713545823,25
"1045",1045,342542,-78.7321150055136,35.8442422311387,51.4493556403657,"White","M","100-150k",2,4,1,1,0,0.173968308520098,0.00256953551395465,30
"1046",1046,343293,-78.6448954175321,35.8058330760968,41.074604300717,"Aisian/Other","F","75-100k",2,4,1,2,0,0.238538144141478,0.00789774921417106,30
"1047",1047,343424,-78.5625446584386,35.7939438645602,39.2613003984929,"White","M","100-150k",2,4,1,3,0,0.316939868518006,0.0194256422306987,30
"1048",1048,343970,-78.6469908600764,35.8217467864412,39.4564449077329,"White","M","50-75k",2,4,1,4,0,0.241009282457596,0.0629114399041207,30
"1049",1049,344176,-78.6318881374092,35.7465849839966,51.0754476303442,"White","F","75-100k",2,4,2,1,0,0.243992053202068,0.020862851489266,30
"1050",1050,344203,-78.5295560970084,35.7564798130835,31.6725533927969,"White","F","100-150k",2,4,2,2,0,0.346474071137038,0.0718231412414294,30
"1051",1051,344361,-78.5682384822841,35.8818839461006,37.2073396587176,"White","F",">150k",2,4,2,3,0,0.33620192387997,0.114674668465122,30
"1052",1052,344387,-78.6169895423287,35.9197826643101,40.8683881771532,"White","F","75-100k",2,4,2,4,0,0.311652761251938,0.283706933225803,30
"1053",1053,344822,-78.630382432255,35.8168186307732,39.9395476480226,"White","M","25-50k",2,4,3,1,1,0.255430527149877,0.0485782701376992,30
"1054",1054,345005,-78.6397172818222,35.6611553845496,39.6034256398656,"Aisian/Other","M","100-150k",2,4,3,2,0,0.251035912993943,0.0468524733283692,30
"1055",1055,345246,-78.5500876004719,35.6735088999945,29.1044222338628,"White","M","100-150k",2,4,3,3,0,0.333820791123449,0.227740909945754,30
"1056",1056,345763,-78.648498105101,35.9463598016994,47.8087972759061,"Black","F","100-150k",2,4,3,4,0,0.302876960457429,0.11619532068491,30
"1057",1057,345991,-78.6155277742496,35.7365845816852,45.7904755059589,"White","M","25-50k",3,1,1,1,0,0.0707476916943732,0.0111780083716283,15
"1058",1058,346332,-78.6731494738426,35.8130970172533,42.2554419639024,"White","F","100-150k",3,1,1,2,0,0.0408380077983672,0.0134306610265609,15
"1059",1059,347553,-78.6340827961099,35.9067879164822,35.3143990199596,"White","F",">150k",3,1,1,3,0,0.14093518460127,0.0424319862625871,15
"1060",1060,347599,-78.6903218090424,35.8194835477421,45.2365920984393,"White","F","75-100k",3,1,1,4,0,0.0490591350154506,0.0918539223453198,15
"1061",1061,347933,-78.5840415208031,35.8605626476877,44.4300141717435,"Hispanic","M","75-100k",3,1,2,1,0,0.127783493069513,0.0754866043913141,15
"1062",1062,347993,-78.6618947692972,35.7347504626539,41.8898579607894,"White","M","50-75k",3,1,2,2,0,0.0403976539506121,0.143341761233283,15
"1063",1063,348074,-78.6368768519953,35.755468760399,45.2022054265936,"White","M",">150k",3,1,2,3,0,0.0431257716924544,0.21133321407558,15
"1064",1064,348214,-78.6726957572191,35.8619952909438,26.9736447852399,"Black","M","25-50k",3,1,2,4,1,0.0896777250038358,0.815976801941149,15
"1065",1065,348798,-78.7107940021783,35.691837784571,47.7685264437767,"White","F","25-50k",3,1,3,1,0,0.0875420311625181,0.0505217309697161,15
"1066",1066,348894,-78.5863906318063,35.7887433571768,39.0461145006045,"White","F","25-50k",3,1,3,2,0,0.0916188512781787,0.130048153805613,15
"1067",1067,348910,-78.7227735767925,35.8130196001241,35.1164001940263,"White","F","25-50k",3,1,3,3,0,0.0615426318682444,0.433035987838425,15
"1068",1068,349701,-78.679586395241,35.8340772637671,42.8588059970592,"White","F","50-75k",3,1,3,4,0,0.06175245249997,0.415194858739447,15
"1069",1069,350189,-78.7495825878883,35.7710647139778,37.3874441066387,"Black","F","100-150k",3,2,1,1,0,0.0730547920001175,0.0134647916126771,20
"1070",1070,350387,-78.5985433910944,35.8709365246007,39.6742228190292,"White","F","25-50k",3,2,1,2,0,0.125669875790339,0.0187605765789918,20
"1071",1071,350837,-78.559228961862,35.8253809224894,31.1268343467973,"White","F","75-100k",3,2,1,3,1,0.128720075422768,0.10429668397937,20
"1072",1072,350999,-78.7008654619605,35.7355103725099,56.8527033372955,"White","M","75-100k",3,2,1,4,0,0.0441879250016331,0.0432732228876981,20
"1073",1073,351145,-78.5528094738497,35.7528659132931,55.5973594452588,"White","M","75-100k",3,2,2,1,0,0.125263017866016,0.0318733865267507,20
"1074",1074,351289,-78.5831273309699,35.7929513203023,37.9529864616848,"White","M","75-100k",3,2,2,2,0,0.0956466596462998,0.180199843682571,20
"1075",1075,351880,-78.6674678036555,35.7708243219045,33.4037373486008,"White","F","50-75k",3,2,2,3,1,0.00920801324792062,0.529209169300687,20
"1076",1076,351943,-78.7490887212225,35.824595366231,51.1049706168324,"White","M","25-50k",3,2,2,4,0,0.0893737836672988,0.374052743613979,20
"1077",1077,352826,-78.604676041145,35.7381177574503,37.4800786224549,"Black","F","75-100k",3,2,3,1,1,0.0796222377012246,0.10723579160835,20
"1078",1078,352878,-78.7136799536198,35.7337425207105,29.9447824413079,"White","M","50-75k",3,2,3,2,1,0.0536076194201796,0.256930524311164,20
"1079",1079,352931,-78.5860022736121,35.7001758125099,37.3295024123596,"White","M","75-100k",3,2,3,3,0,0.115816290555762,0.357316483196352,20
"1080",1080,353927,-78.7013840441742,35.7834261078167,63.9644192889267,"Hispanic","M","25-50k",3,2,3,4,0,0.0271809047773484,0.163761410595629,20
"1081",1081,354027,-78.5824818850863,35.814320708262,38.5087218672004,"White","M","50-75k",3,3,1,1,0,0.102977059398238,0.00862438931968758,25
"1082",1082,354789,-78.5925173932919,35.7335062192621,49.0249575465187,"White","F","75-100k",3,3,1,2,0,0.0925879291166647,0.00498585188226831,25
"1083",1083,355198,-78.6111296290036,35.7273173299133,43.4369152414318,"White","F",">150k",3,3,1,3,0,0.0794415746069609,0.0157287845250654,25
"1084",1084,355572,-78.5800516268934,35.7526042718026,49.5877090905914,"Hispanic","F","75-100k",3,3,1,4,0,0.098498106578885,0.0329675174547594,25
"1085",1085,356206,-78.6420666619903,35.7150560702333,39.7806686621566,"White","M","50-75k",3,3,2,1,0,0.0669084248403664,0.0711923439059666,25
"1086",1086,356757,-78.6417334893923,35.7178485781811,52.9896807593653,"White","F","75-100k",3,3,2,2,0,0.064709742722005,0.0330995937343485,25
"1087",1087,357007,-78.567791765293,35.8091686233884,57.9747297338311,"Aisian/Other","M",">150k",3,3,2,3,0,0.114795950354395,0.0396076141457755,25
"1088",1088,357134,-78.7448972335641,35.920445697435,36.4563676865057,"Black","M","50-75k",3,3,2,4,1,0.163065140080745,0.420088970501311,25
"1089",1089,357544,-78.7230290264604,35.8018245505468,52.29988508813,"White","M","75-100k",3,3,3,1,0,0.0550184855854488,0.0237407113301496,25
"1090",1090,357717,-78.6138517726481,35.7271056358469,29.6712897601824,"White","F","75-100k",3,3,3,2,0,0.0773394677545497,0.152847001040314,25
"1091",1091,358875,-78.7048555179934,35.877022590506,39.0248363648573,"White","M","<25k",3,3,3,3,0,0.108386599741025,0.122396404885382,25
"1092",1092,359021,-78.6497965897172,35.8750625677849,41.7638210804497,"Black","F","100-150k",3,3,3,4,0,0.106088702592427,0.242137352913775,25
"1093",1093,359594,-78.6167750834827,35.7327799145658,41.5884385717004,"Black","F","75-100k",3,4,1,1,0,0.0717049260241849,0.00488746908152932,30
"1094",1094,359701,-78.7708548765042,35.6971708269282,33.7180450160667,"White","M","75-100k",3,4,1,2,0,0.120642962542657,0.0124064490632318,30
"1095",1095,359996,-78.6001394163802,35.7211558965619,47.893643702965,"White","M","25-50k",3,4,1,3,0,0.0919946048125665,0.0151649264593173,30
"1096",1096,360389,-78.6532436520974,35.8973115151188,36.7397067469082,"White","F","50-75k",3,4,1,4,0,0.127065362844774,0.0514617404778263,30
"1097",1097,360395,-78.611876565175,35.7277567898515,43.9347923598357,"White","M","<25k",3,4,2,1,0,0.0785771978103771,0.0190599095783511,30
"1098",1098,361238,-78.6218392459807,35.7623375365421,43.5461270410593,"White","F","100-150k",3,4,2,2,1,0.0556185729871091,0.0372869920909659,30
"1099",1099,361474,-78.7761412500306,35.7639364880297,55.9182370212432,"Black","M","50-75k",3,4,2,3,0,0.0999601922893805,0.0508170649280478,30
"1100",1100,361494,-78.7038743889769,35.7284504650259,49.3105002663274,"White","F","25-50k",3,4,2,4,0,0.0517564531742625,0.207487128970919,30
"1101",1101,362145,-78.7176486853316,35.7331467619688,44.2487452128878,"Hispanic","F","50-75k",3,4,3,1,0,0.0568396050797863,0.0242454710680042,30
"1102",1102,362343,-78.4523519993201,35.7870459784679,34.4732932822672,"White","F","75-100k",3,4,3,2,0,0.22466589490649,0.0462017514504274,30
"1103",1103,362368,-78.4788426973672,35.7279696408602,38.3778730704454,"White","M",">150k",3,4,3,3,0,0.202628429105044,0.075808423368368,30
"1104",1104,363432,-78.6596810553436,35.7926926224572,38.6508701678912,"White","M","<25k",3,4,3,4,0,0.0263820875049421,0.219580687727296,30
"1105",1105,363628,-78.6827906686436,35.7203139241008,51.9589825681128,"White","M","<25k",4,1,1,1,0,0.415021291858381,3.62213724507099e-11,15
"1106",1106,363923,-78.6035610950748,35.8829065107,47.2406107021299,"White","F","<25k",4,1,1,2,0,0.451277344289451,5.69424987072301e-11,15
"1107",1107,364487,-78.6148884952321,35.8680184844433,51.98960166993,"White","M","<25k",4,1,1,3,0,0.44097453046176,1.49775152365156e-10,15
"1108",1108,365143,-78.6396024609394,35.8326238535077,24.8727990941951,"White","M","100-150k",4,1,1,4,0,0.421006595892486,5.10759109928801e-09,15
"1109",1109,365454,-78.6384114713723,35.7839699615924,39.8956760096348,"White","F","75-100k",4,1,2,1,0,0.433220205930897,1.42073415845015e-09,15
"1110",1110,365587,-78.5039542997958,35.7767057232296,44.2588592080561,"Hispanic","F","25-50k",4,1,2,2,0,0.565161681513384,9.4191878941759e-10,15
"1111",1111,365790,-78.6903019387807,35.8048750368018,33.6332827395129,"White","M","75-100k",4,1,2,3,0,0.377591376064971,1.50966718760155e-08,15
"1112",1112,366054,-78.7670593303959,35.7443966609637,44.3194287956569,"White","M","25-50k",4,1,2,4,0,0.329244119757311,1.76417810051678e-08,15
"1113",1113,366285,-78.4838437302805,35.7633192742484,37.6591064488099,"White","F","25-50k",4,1,3,1,0,0.587852247481484,8.59958748797781e-10,15
"1114",1114,366649,-78.6150889990485,35.6663275478254,40.2495789308229,"White","F","25-50k",4,1,3,2,0,0.500020467541429,1.28499562928148e-09,15
"1115",1115,367069,-78.7309759439497,35.7916718257229,39.7493955798203,"White","F","<25k",4,1,3,3,0,0.342707221933756,3.46403662979588e-09,15
"1116",1116,367157,-78.6283298016623,35.6982355678003,43.9126602986864,"White","M","100-150k",4,1,3,4,0,0.473634837706571,5.79210571017626e-09,15
"1117",1117,367614,-78.6533761153011,35.834451608593,41.0292138896377,"White","M","75-100k",4,2,1,1,0,0.407124681971965,1.90518550772601e-10,20
"1118",1118,368281,-78.5080994639772,35.8080565806429,48.6621693638842,"White","F","50-75k",4,2,1,2,0,0.554778502990475,6.44758470554538e-11,20
"1119",1119,368455,-78.6956303627341,35.870058447643,46.3973798492493,"Black","M","25-50k",4,2,1,3,0,0.36038181971173,7.13519836637126e-10,20
"1120",1120,369035,-78.6449431046305,35.7037146395139,39.7844278840194,"Hispanic","M","<25k",4,2,1,4,0,0.456304188572827,8.88136524739137e-10,20
"1121",1121,369119,-78.5795369543499,35.8440460310541,33.2143664413546,"White","F","50-75k",4,2,2,1,0,0.478684798172716,1.9381460952963e-09,20
"1122",1122,369700,-78.6123571803097,35.900420981932,48.0781141204072,"White","M","25-50k",4,2,2,2,0,0.441950306914866,1.22104167002247e-09,20
"1123",1123,370078,-78.6587735225117,35.8712502212346,44.0605528485778,"Black","M","25-50k",4,2,2,3,0,0.396973763172154,6.61763508314944e-09,20
"1124",1124,370532,-78.7236309481513,35.7061724057361,40.1318855570533,"White","M","75-100k",4,2,2,4,0,0.386005841335602,1.90746015416454e-08,20
"1125",1125,370548,-78.6615865108177,35.8174593301521,44.5539252651976,"White","M","25-50k",4,2,3,1,0,0.402408929190801,1.06824093018198e-09,20
"1126",1126,371035,-78.5868591712659,35.72122290065,50.2403042605996,"Hispanic","M","25-50k",4,2,3,2,0,0.502379358502639,6.42350402232682e-10,20
"1127",1127,371782,-78.6918969181427,35.838297292247,75.0563734974614,"Aisian/Other","M","75-100k",4,2,3,3,0,0.368534345256186,3.81942915465608e-10,20
"1128",1128,371842,-78.6725722658462,35.7006217120258,45.9467165276302,"White","M","75-100k",4,2,3,4,0,0.433144855919679,7.73258002597637e-09,20
"1129",1129,371953,-78.6333260471769,35.7658826169891,40.8990157037841,"Hispanic","F","50-75k",4,3,1,1,0,0.443456177453095,7.49716734502634e-11,25
"1130",1130,372084,-78.6391440070681,35.7809640752125,39.3290768490916,"White","M","25-50k",4,3,1,2,0,0.433370223841927,1.71107536208937e-10,25
"1131",1131,372250,-78.5644898832113,35.7781261308517,40.6102935465206,"White","M","75-100k",4,3,1,3,0,0.506043744536934,3.58820840499289e-10,25
"1132",1132,372618,-78.6267647971282,35.7453090865106,45.2554324758437,"White","M","75-100k",4,3,1,4,0,0.456489148476762,6.34369024182855e-10,25
"1133",1133,373014,-78.5690500163061,35.7869258835215,45.5389876117388,"White","M","25-50k",4,3,2,1,0,0.499472129792352,5.10316496642324e-10,25
"1134",1134,373320,-78.6074574959404,35.8054846943654,33.4482675466248,"White","F","75-100k",4,3,2,2,0,0.457846512931565,1.76998200633147e-09,25
"1135",1135,373527,-78.5983471533509,35.9052476399677,27.2898944922047,"White","F","100-150k",4,3,2,3,0,0.455932858139368,7.3340106027068e-09,25
"1136",1136,373531,-78.5958803080804,35.7641850040519,41.5204239252824,"Black","F","25-50k",4,3,2,4,0,0.479643444271908,6.68791584298801e-09,25
"1137",1137,373658,-78.528651910863,35.7427671981217,59.8190125213269,"White","F","25-50k",4,3,3,1,0,0.550198196613197,8.78883279176164e-11,25
"1138",1138,373980,-78.492218456899,35.7956800682189,43.2150285085409,"White","M","50-75k",4,3,3,2,0,0.572661044746331,4.15497508219932e-10,25
"1139",1139,374030,-78.7656411058418,35.8977456598603,44.2442994828435,"White","M","25-50k",4,3,3,3,0,0.288739046908857,4.16256797173051e-09,25
"1140",1140,374076,-78.658483502623,35.7207104981885,49.5649032280693,"White","F","25-50k",4,3,3,4,0,0.436745478471276,3.07108732019821e-09,25
"1141",1141,374657,-78.5903958414687,35.8108229223036,45.6449308276314,"Aisian/Other","F","50-75k",4,4,1,1,0,0.473417237702762,3.03646067466248e-11,30
"1142",1142,374936,-78.4816300795012,35.8487957771885,44.8870417269084,"White","M","75-100k",4,4,1,2,0,0.575435757982679,3.9836841863322e-11,30
"1143",1143,375526,-78.6710342677005,35.8770565083578,36.8461123617406,"White","F","50-75k",4,4,1,3,0,0.384288710470509,3.92476288417115e-10,30
"1144",1144,377297,-78.6936291746029,35.6733826595732,39.1581863672843,"Black","M","75-100k",4,4,1,4,0,0.42880982367979,7.79476965778444e-10,30
"1145",1145,377461,-78.5910117447752,35.6058888466327,42.5757560392659,"White","F","50-75k",4,4,2,1,0,0.551628913922309,2.59278437236002e-10,30
"1146",1146,377839,-78.7607117778769,35.8126338163336,44.1632859073018,"White","F","50-75k",4,4,2,2,0,0.307861319028842,7.2324096259345e-10,30
"1147",1147,377877,-78.7383104575601,35.6609016547942,42.960788324949,"White","F","50-75k",4,4,2,3,0,0.399489355582265,1.92829885395284e-09,30
"1148",1148,377954,-78.6679244373019,35.7891332040701,39.3972945917141,"Hispanic","F","50-75k",4,4,2,4,0,0.403456273323365,5.6415207690314e-09,30
"1149",1149,378512,-78.6678945963409,35.7320993086509,42.1327338411707,"White","M","100-150k",4,4,3,1,0,0.423449503735392,3.09411843094806e-10,30
"1150",1150,378973,-78.5535171847605,35.7739291252836,39.0092631197544,"White","M","50-75k",4,4,3,2,0,0.517720816114075,4.78712196298168e-10,30
